modulation,pilot_spacing,snr_db,channel,scenario,method,ber
4,5,8,doppler,doppler_p40_v120_f3500MHz,cubic,4.180904761904762e-07
4,5,9,awgn,awgn,perfect,1.799047619047619e-08
4,5,9,awgn,awgn,fft,1.799047619047619e-08
4,5,9,awgn,awgn,cubic,1.799047619047619e-08
4,5,9,rayleigh,rayleigh,perfect,3.452690476190476e-07
4,5,9,rayleigh,rayleigh,fft,2.5002523809523806e-06
4,5,9,rayleigh,rayleigh,cubic,2.4992238095238103e-06
4,5,9,doppler,doppler_p5_v30_f700MHz,perfect,3.185714285714286e-07
4,5,9,doppler,doppler_p5_v30_f700MHz,fft,3.1859761904761903e-07
4,5,9,doppler,doppler_p5_v30_f700MHz,cubic,3.185928571428571e-07
4,5,9,doppler,doppler_p5_v30_f3500MHz,perfect,3.1753809523809534e-07
4,5,9,doppler,doppler_p5_v30_f3500MHz,fft,3.175523809523809e-07
4,5,9,doppler,doppler_p5_v30_f3500MHz,cubic,3.175380952380952e-07
4,5,9,doppler,doppler_p5_v120_f700MHz,perfect,3.1787857142857145e-07
4,5,9,doppler,doppler_p5_v120_f700MHz,fft,3.178785714285715e-07
4,5,9,doppler,doppler_p5_v120_f700MHz,cubic,3.1766904761904767e-07
4,5,9,doppler,doppler_p5_v120_f3500MHz,perfect,3.239690476190476e-07
4,5,9,doppler,doppler_p5_v120_f3500MHz,fft,3.2399523809523813e-07
4,5,9,doppler,doppler_p5_v120_f3500MHz,cubic,3.252976190476191e-07
4,5,9,doppler,doppler_p40_v30_f700MHz,perfect,3.1704523809523804e-07
